V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24
31,33739519;10,46331299;24,62289971;8,998826239;14,90608906;33,1292;7,809701862;42,4134888;43,31537471;9,64017075;40,66393062;38,73415805;36,33564281;25,43208614;15,01448758;36,47314971;15,97296049;42,4134888;8,796565132;0,217554965;1,511654945;17,65262967;10,5870406;6,006177356
28,46280085;30,97464355;14,3688856;2,067627613;11,87771116;33,1292;25,03102911;14,53736793;25,7441667;12,97675663;35,89684236;8,904816386;11,93235892;37,22209405;37,23798184;2,79655775;9,64367429;14,53736793;26,17201276;21,10173077;2,103612399;27,29396661;6,875040986;36,42945193
18,44868914;10,45284277;9,996052634;5,194515691;25,02861416;33,1292;29,20896944;32,1268485;7,70909558;36,07464179;27,36759265;21,07817359;43,20027919;14,06212652;37,6239353;25,3026946;20,7832447;32,1268485;22,31212355;24,9415811;22,83396055;20,1357038;41,55677964;22,39421336
16,6372179;32,28215213;6,623589803;7,652862707;6,047227797;33,1292;4,15200246;40,99947181;8,321143458;3,482197869;23,14095867;20,86666115;21,55460568;16,81900444;14,55769627;23,90911648;37,2819245;40,99947181;28,03788017;31,66712246;30,56734197;20,37684102;14,89401587;28,8054298
19,61622582;2,666530134;1,189587712;6,49181171;32,08970501;33,1292;44,86839487;15,83930641;50,54484869;28,42635438;21,63985785;41,25988804;14,92916085;35,93781579;44,0445024;33,20905907;26,57038583;15,83930641;2,492853203;3,772524231;14,35950343;18,55691483;5,01621941;34,57277254
21,52527979;10,1072347;2,352577472;10,76055796;16,94893344;33,1292;48,09549021;25,45921722;43,11193762;28,73952884;12,67987457;9,727150245;17,57867058;41,26409422;24,16918878;30,76617477;4,641159905;25,45921722;23,83348343;28,49045787;23,3596163;29,63688814;3,369276723;17,17036112
15,14167482;25,65568611;22,46273891;16,81735698;6,887765397;33,1292;36,42074703;27,19314071;11,91314654;39,88682611;39,13276213;13,8663848;36,12941158;31,76006044;24,42427236;7,038545012;33,66826251;27,19314071;20,44668451;22,12777652;24,13478272;32,60055688;11,57508398;32,76986173
23,9420762;5,293068028;5,864717676;26,50437241;20,81719259;33,1292;25,70873606;22,39634566;7,527108768;16,19671325;24,85656255;11,87148085;31,18150403;28,82424143;34,58901313;4,564714301;50,76951769;22,39634566;11,80355691;7,64861882;16,20953877;12,81499692;38,23776973;14,23737732
9,40316845;18,26622981;17,18787448;28,22002697;28,54358332;33,1292;18,49042281;1,069290177;19,5834713;34,72535828;36,61538214;16,91979746;22,16256249;43,18041122;21,73282464;39,49609441;42,59476171;1,069290177;28,47434852;16,61907795;11,54914255;2,236779461;26,91434403;19,19868022
28,74643056;26,15569731;28,89487023;6,001584622;32,41781008;33,1292;19,35093174;0,984499641;47,93201895;39,69305055;32,12825078;7,347526998;27,9318326;26,77072356;29,85274397;16,67226262;35,90291545;0,984499641;24,8779601;1,983726446;6,039595497;21,20603055;36,91778211;19,70479785
22,33407678;13,73894932;9,233209624;24,79333855;11,59902194;33,1292;16,14010792;46,18165477;28,69710729;30,21384584;36,46867725;44,65018795;28,51897127;30,44167122;23,71544218;5,936702495;16,67818244;46,18165477;11,84195021;20,6602384;13,21195979;26,64141409;43,27054196;7,344338169
3,690590467;1,91552479;16,48528611;11,61026208;10,4456866;33,1292;21,16504042;6,711883771;19,94278952;50,30437485;0,255555391;35,37172325;26,04517134;20,20815505;39,65661506;13,61068444;4,750643575;6,711883771;5,043011628;8,333826758;0,835413342;31,20839765;42,66385;14,92947451
1,626705935;31,26452583;13,92987382;32,22697818;15,16963845;33,1292;33,28550565;22,58411615;34,44706836;27,21697781;44,29520675;1,38821317;7,480103703;7,548364923;48,02542826;29,07939802;42,35056342;22,58411615;20,50929473;0,319852111;13,3950806;33,0327749;47,86056226;45,30803803
1,583196428;26,30984509;6,367474076;0,948112919;21,66092459;33,1292;25,77999098;20,5205125;43,12950253;20,01663651;27,72941689;28,10025491;33,80951731;13,15167236;45,04302792;15,56672047;40,11053983;20,5205125;26,02525086;32,81989317;3,799651074;2,035502326;37,08608295;41,83018518
11,96108266;13,08470968;25,43400042;3,806631662;8,160422947;33,1292;20,16246674;26,77955691;12,69633027;50,39194254;35,01382318;0,210720203;20,66554642;32,46259509;29,69129281;12,36801161;36,34949381;26,77955691;23,83590115;14,0569454;9,64016586;31,03360626;32,06258159;10,82456168
21,48418985;11,65891423;32,79725222;21,39926589;19,0162653;33,1292;7,064990853;28,70806134;18,65301285;2,955566293;5,221133359;7,586552896;22,63374151;40,65079708;21,47391355;10,63163829;18,13527057;28,70806134;28,23140927;12,32728291;26,8200814;19,7996007;16,78167693;3,77425873
12,95029687;10,36558884;9,099423261;21,55111106;23,35015679;33,1292;37,47775825;45,38556712;33,78995033;44,50443443;25,38804479;26,46662334;27,78245529;28,38556575;13,15799633;12,44492558;25,77228012;45,38556712;30,70142065;0,578281223;22,0251079;16,66389893;16,56706223;46,29576579
6,635890333;24,38791978;4,092054242;17,53944378;14,12318472;33,1292;31,50377716;5,292662952;9,340697626;40,29296309;13,92056098;39,60593602;33,18226005;7,841666921;3,878347903;4,069860014;37,67204537;5,292662952;7,428094322;21,80511727;12,65411399;25,97988773;33,39061668;31,14603437
10,74979564;3,090949834;9,279681598;32,89809544;6,735883612;33,1292;0,286884621;5,352916297;4,476665823;46,07235845;1,637657446;28,3865736;29,93940096;7,355816369;26,39624827;4,853247034;27,613465;5,352916297;5,285807487;13,16599963;2,830035289;18,10442537;36,01027272;13,38313517
23,31439031;2,063286574;13,68331141;5,194704085;23,15696654;33,1292;47,63965416;6,98101701;0,309864612;20,58438213;8,666750332;27,86264172;39,97836581;34,82125956;31,16132002;30,94615458;4,425212766;6,98101701;5,929582474;6,70115034;7,596612306;30,81906842;7,281131838;35,40873812
3,750774827;3,521185254;14,64448894;24,7245915;30,65082211;33,1292;11,02973862;26,45801648;46,29243755;42,25399949;25,65718847;27,58055943;4,378215427;34,17615676;43,31894885;13,74435062;17,26140318;26,45801648;1,090661779;31,82148127;13,75595869;18,31332402;24,78006414;46,30495446
15,61988698;7,701558042;3,742866822;6,059974013;12,28594403;33,1292;45,01348232;6,16903193;40,34168966;0,614824237;13,48276391;11,75987795;50,05020728;39,14174313;49,08167042;33,03664602;43,14714368;6,16903193;13,83702253;32,39488723;20,20927414;9,652238804;48,41671889;43,45539558
1,522172478;19,77334901;11,8418489;30,50484148;9,424552644;33,1292;35,91611173;3,069722844;0,609732252;17,71608708;10,94406819;35,37574782;2,019450011;27,52029711;0,355374018;41,37023902;24,24851309;3,069722844;27,9704884;0,827084281;25,88327215;27,99974482;31,11171558;42,51138125
32,30611425;26,32708307;21,06315115;12,44163164;27,71571881;33,1292;27,36625169;50,91661241;6,838381911;28,05179163;37,88724165;31,76242657;47,47796599;32,01561569;23,6144462;3,954739205;12,43610607;50,91661241;10,3689091;23,0649532;8,406446139;13,90954508;26,09513798;34,67703893
1,155428346;30,96084082;18,77541996;18,00446348;2,348185185;33,1292;38,95348772;13,44512205;38,78072178;0,784611223;8,363745566;6,025255981;35,60255819;21,52264008;39,67386072;44,48995721;37,25355348;13,44512205;11,44671973;15,27590719;21,164461;8,397240124;8,7716388;25,30142878
0,601388572;28,52370038;0,500512044;7,805622063;0,335132109;33,1292;7,550792478;34,20857638;1,680603457;38,10422033;43,73495399;19,55549955;31,98897747;8,078386093;29,76188079;6,345732187;21,77529462;34,20857638;3,452676455;5,070059099;24,86730548;12,6137261;13,76553162;22,92011046
18,15605262;1,419172864;11,76457931;30,94993399;13,35832127;33,1292;38,60759258;40,75511796;37,7084381;50,26595153;31,9462358;49,83948737;44,02120635;38,26369268;24,24791824;34,6025531;12,73295111;40,75511796;10,83010841;7,791835252;13,52640074;31,71984074;27,92155681;7,198516531
21,23158969;20,88548798;23,42384804;14,07186605;0,429933899;33,1292;43,03349464;35,47869367;18,68616748;11,11548948;29,4926389;8,716901884;50,67998811;40,2783404;43,25189428;9,421751188;36,56585401;35,47869367;18,03043205;0,6416902;14,08924245;10,79927154;3,400289628;21,37308928
27,8057302;0,571542283;24,02513303;2,824909248;15,76123553;33,1292;36,69744603;47,95043635;33,62943491;36,56320166;17,53250665;45,21890112;35,99445519;26,39250653;36,43125039;21,93190938;8,102925016;47,95043635;0,950948299;31,72802744;3,820066175;15,8585251;17,54130678;35,97182663
18,49807852;6,988950126;14,49971865;8,742949136;18,17705098;33,1292;16,15779581;26,5001003;36,50245272;50,88617752;44,71879076;43,34098445;23,62067855;6,196108509;23,57937901;24,20956216;13,95334418;26,5001003;16,02889494;6,878463434;12,05683994;12,79484249;11,68760965;44,68753976
15,40208115;14,40986076;27,75906592;3,157822856;28,87040181;33,1292;32,8728667;23,08764373;5,2859466;45,18943969;3,304539655;6,862026069;47,76893365;47,53763463;43,86871074;28,74311809;18,52274002;23,08764373;5,606712467;21,61680519;24,75697495;21,29032484;13,84036043;13,30604697
4,352629001;14,3834247;9,770351163;28,93826001;14,7193083;33,1292;15,81408184;26,90545602;6,164196566;25,85315154;7,686162191;12,38509396;3,046688444;46,55279026;13,45682929;38,69744778;50,46614574;26,90545602;12,70647419;27,82729592;8,157299368;6,766459351;5,196190687;20,3304523
11,70520508;31,40443394;20,28651105;0,877131005;1,757677544;33,1292;32,92594426;10,44815667;28,50565294;33,2832872;29,12986601;14,12431719;35,38055987;45,73000218;15,47385414;13,36468939;35,36531704;10,44815667;2,918141821;10,92033838;21,56467255;1,37507029;49,39162393;37,30559748
25,08953282;5,205176617;21,29959229;0,586414638;17,58395889;33,1292;44,61602105;15,50917096;13,31691103;28,34279638;39,93352171;22,78664745;18,09860908;49,76533495;7,601792563;42,28823839;20,94202953;15,50917096;20,56886588;14,12859474;13,34001135;32,80910509;12,91545249;16,26061111
5,363711051;22,37459275;18,16290015;16,66181672;5,151558153;33,1292;23,28946304;46,16550357;39,15536339;19,12350152;6,810218607;2,774336423;16,79001222;31,75988034;42,52663468;0,412108492;8,424159768;46,16550357;9,698758278;21,99009575;0,654014032;12,48464668;26,92926346;41,03455395
29,6620564;14,79807541;20,337962;8,840662624;0,492490751;33,1292;47,7561741;18,96784472;37,82694661;22,26526136;37,33019335;0,572752675;13,29555882;8,457844128;8,832055719;7,848486242;22,10330248;18,96784472;1,177805691;30,15840897;31,66419551;27,63217758;42,68621123;29,09075266
20,29248213;24,31987258;5,87536127;10,85321326;16,52863367;33,1292;46,32324805;40,26455651;35,97997688;3,938681801;47,21802739;25,36406213;27,98487082;16,49120328;29,77418805;8,802525822;32,90543762;40,26455651;10,73288847;24,27783696;30,61839225;20,66797635;34,60119497;38,71809603
15,83651146;18,00314483;12,74698921;23,00457278;22,63452517;33,1292;30,40555716;7,875415969;13,49799159;5,041176168;15,90784985;16,95258863;24,65069035;35,75234808;2,166227957;12,42677584;35,0462979;7,875415969;14,95464334;11,83601833;0,527459108;8,317700521;35,14914023;49,6518949
28,0529854;3,023175576;14,16140033;33,07883965;6,143551367;33,1292;35,42512846;32,74479676;42,39181086;15,19912736;0,622153823;36,25522993;1,229141009;10,55890209;15,75492804;49,74053377;7,101067572;32,74479676;25,23457788;13,88285777;21,24720586;13,95492892;14,57564376;3,851006799
27,78336657;32,19298116;30,82726854;21,22549357;31,14515098;33,1292;27,08955712;15,25764247;11,89273531;26,80981152;5,48235202;33,71011077;3,155310172;2,343329102;8,965407724;45,81830499;23,68160369;15,25764247;17,79127955;18,60716285;18,62738115;7,24198807;19,67827009;28,07435422
24,65608017;22,45076514;19,9485668;15,54084042;16,78256917;33,1292;29,64677525;25,75626449;21,8739457;1,376242161;18,89934882;40,92508908;37,27855612;7,373011002;9,256227829;21,47914588;31,43233549;25,75626449;6,427783617;31,79535036;0,145735172;7,675166033;34,91064522;45,59705079
5,108823944;19,34657268;15,18569836;5,950344081;7,440967486;33,1292;48,39677036;6,668047492;23,04442973;26,94789927;31,89191355;34,3325597;4,141745116;30,47287324;25,71622548;14,49725157;33,03269161;6,668047492;25,43572534;1,759406477;32,06977521;7,574317141;20,20211167;44,16453418
5,012582608;9,156710996;7,212516525;26,08381956;12,31196586;33,1292;3,670739952;29,16480667;48,52369799;45,95097607;15,89831815;7,836854212;5,095818219;31,6840879;21,04399783;10,07100766;6,369951084;29,16480667;1,974338677;31,12455315;0,481635753;14,05058822;9,112899393;44,37772306
2,970815915;8,743671428;26,17282709;10,83642501;29,1189219;33,1292;27,53500449;12,52264604;15,61956669;50,30642658;28,39116486;18,35273123;35,91886642;9,315687657;7,931510993;28,77186478;23,74630739;12,52264604;12,22942118;4,357443863;18,87192142;21,41958077;17,66789093;36,46389033
3,83794862;30,88679749;13,49469205;29,0178308;14,73047957;33,1292;4,397383196;28,63987154;44,75272147;6,77386768;8,441838785;13,11238627;31,47484493;19,9126974;14,91308251;26,13165768;46,09233681;28,63987154;14,33218326;28,65582835;20,12321179;4,000337209;14,04582245;19,07245661
32,30665008;19,23638016;15,70086814;12,6301807;18,10534861;33,1292;16,54828201;23,06595253;41,77402643;7,355570985;8,898369852;21,44833187;26,1271599;46,58180689;32,39329503;27,80414962;12,67732438;23,06595253;29,18406494;13,75666205;5,310338469;3,724211963;15,58566855;47,69069103
3,434981517;20,17317221;13,98288834;0,393194262;21,63533218;33,1292;30,54864766;47,04365932;34,20943478;25,24709691;41,20317735;22,02642953;24,40259761;30,64885182;17,61727217;36,6326455;13,19039096;47,04365932;21,90978616;11,67100613;19,14106754;18,66799455;43,43006524;15,67105529
27,77523559;20,43407653;1,552753161;14,54384523;8,036438575;33,1292;6,159940119;2,153113405;4,563056149;37,6720482;10,86849333;25,9174048;41,94923428;12,87317356;24,5176243;11,57539825;0,145459448;2,153113405;5,415049028;31,22398447;2,6959229;15,76586476;20,64436562;42,02539614
6,749489119;31,25954137;10,10132503;23,90103241;25,19741871;33,1292;45,66764664;44,18280557;34,5656158;19,19799242;18,34953421;2,15429898;6,045668375;6,647990523;4,670425016;29,42453035;24,56572311;44,18280557;32,24675291;18,24565468;23,60100839;30,40982804;9,443730964;41,0630744
21,92577851;24,45907298;13,37463206;9,811392438;16,77506503;33,1292;31,03887448;32,26461288;10,16101788;40,57012693;44,39949966;9,161021526;3,115000573;18,1729452;2,345184755;1,173472683;36,50125183;32,26461288;2,035056108;1,518886237;16,74054715;9,822479149;17,31765856;42,86388579
1,060874113;29,43883869;8,21104701;0,088707838;19,52008856;33,1292;48,05208036;5,127774093;43,72479627;9,560064191;28,94814023;20,3319255;34,23117566;44,23595936;2,204467467;31,92828261;42,01350252;5,127774093;22,42379812;11,32854212;2,506261105;6,785934424;40,40736603;14,54440247
33,12877705;7,615053787;29,79531021;22,79592947;25,548819;33,1292;9,829617424;27,97176117;45,52029929;8,204026219;17,93804229;40,59542483;36,37138235;6,572665108;7,878428408;33,23883586;10,68677864;27,97176117;17,10101307;4,031459733;5,705774736;22,55666028;23,61456669;50,60793836
3,496270062;11,81653097;11,42213878;0,414621513;6,610225729;33,1292;12,17830522;6,715455356;8,643219811;23,74662297;36,29919392;24,81609689;43,43893341;39,9374839;41,99690874;19,58449715;48,52925962;6,715455356;8,052359471;14,90139746;31,71498497;6,600784012;49,25741258;12,73029555
4,916869584;2,246269364;6,160598696;17,98961077;16,21739318;33,1292;10,10112358;1,021104425;12,44242618;42,70080717;25,07742429;37,25771197;39,90778171;32,25155795;48,71095572;43,05743485;9,473246953;1,021104425;22,35266637;2,704446364;9,714430268;9,274728294;40,24470907;6,738119271
25,28322647;28,61150525;23,24832939;20,88872815;1,765564351;33,1292;32,26561788;2,063806393;33,7447188;1,590706387;48,11267505;18,78722471;39,51953889;38,13545487;40,49156499;18,3902833;38,29650354;2,063806393;23,55642337;12,72763483;17,30467286;32,87446281;10,19846349;27,69434266
14,15058869;31,87633625;32,05848771;0,440921407;18,85536065;33,1292;2,941254749;41,25622004;30,83125586;24,15209083;37,55568122;22,78251698;32,34591173;45,01924121;35,49578116;34,71625728;27,96789591;41,25622004;5,339650159;30,47422716;3,638326493;20,10230175;11,93104409;42,70367215
20,84855091;1,030922905;13,7457794;20,49533214;4,11734026;33,1292;42,34590791;41,06413487;3,550162903;35,58161871;38,82180941;49,31128223;46,84612557;22,20229182;21,68433987;33,53808067;14,54070777;41,06413487;29,81898892;15,96761447;16,29735855;2,368644901;22,29703793;19,4747367
0,355798855;30,22063084;11,9610735;25,89367811;11,24257692;33,1292;32,48396886;1,207075269;41,98987636;5,44701315;28,1137231;50,11792087;10,83233272;18,43821597;38,41334057;46,85584986;21,5275602;1,207075269;22,84075256;3,95886944;19,44027141;29,98716706;31,54832921;15,01988868
21,90195788;29,38051282;4,495954755;0,255401165;25,30290124;33,1292;35,36654891;24,41448934;19,7491807;20,41136054;6,91671134;13,00717388;42,53343358;45,83622521;34,28262219;36,45169876;50,71949752;24,41448934;11,79854038;18,62658788;16,17507556;29,97859753;12,70511654;33,62308241
28,16456457;31,07273007;1,067130542;25,53036601;14,19913633;33,1292;3,521395965;39,01265676;41,37389093;0,883432033;10,02867063;38,54165011;16,52622691;17,53603153;25,71118535;31,60850444;42,35753717;39,01265676;25,17937456;5,668005131;8,55664963;25,86895813;46,22596936;25,77848512
31,69754226;0,120587666;10,5427368;8,616649783;28,18099099;33,1292;34,84604294;20,02967378;3,810749272;24,3881804;24,0034677;13,11097069;6,933127386;7,261179227;36,44837031;0,592886031;31,98708754;20,02967378;4,049668282;23,55235315;21,41691805;3,208417539;18,27820859;7,506646437
30,9743037;8,852819929;25,71415112;23,45704402;5,955365681;33,1292;24,95967428;18,97955599;5,777102363;50,90993447;19,57976051;47,89940366;8,593235914;39,93360306;9,239173806;12,14355202;47,19497864;18,97955599;25,21721873;14,88347533;24,761874;30,18324694;37,92666071;2,644960889
14,5543824;7,588363697;22,85151218;6,799554278;4,199523254;33,1292;15,03250085;43,52238243;7,66944761;42,81824118;7,343192371;24,6120821;1,610896953;6,916482653;12,4354593;25,13256041;31,47221887;43,52238243;27,50275933;8,375255119;23,78422836;18,68293591;19,25448108;7,427693663
21,53151443;14,47650923;10,06924539;7,266240834;9,399800762;33,1292;48,44771981;22,29934396;50,18047452;44,8413136;42,55330298;26,35963526;13,65956409;30,95584114;28,36119872;21,66780895;25,99118807;22,29934396;32,47078388;29,22279544;8,922172654;19,03253506;39,50471089;0,994037909
17,70241705;31,15391842;24,40935075;10,16739343;13,43568536;33,1292;5,542987931;9,666131626;34,69908399;43,0401554;2,417149425;29,02268564;43,67750123;3,639355529;43,16893799;1,531494079;44,74289333;9,666131626;29,41845791;5,154667755;22,69760083;11,79981557;26,1847439;49,26950171
30,70759362;19,68072313;9,693427684;28,71652897;14,6619728;33,1292;28,04433954;10,62852043;50,30941271;38,70709553;8,165982572;45,69606183;15,11447006;49,25551776;44,87943134;46,81861582;21,06738378;10,62852043;26,87870558;18,47127619;30,20103714;7,310369681;0,58651319;11,89530822
2,956454324;10,44831477;22,42643494;22,87270343;9,174035177;33,1292;23,60821754;49,48560234;21,36730543;26,13983006;12,62651729;5,141243549;32,98478319;25,7890425;19,21850449;15,10300683;14,6542303;49,48560234;27,20129395;4,804314919;6,589004267;18,01251454;23,65265563;20,89905137
29,28827481;6,269527718;21,58056702;28,61229926;18,9140413;33,1292;6,439203108;16,69723371;46,20929406;8,26572963;45,6848397;33,99635526;44,33745432;0,818885963;47,95534912;36,51557519;20,62206977;16,69723371;8,3626422;28,88403104;21,11493208;25,44101887;13,11219304;43,60297831
13,29190936;22,31133986;24,76926934;27,90263136;4,868325965;33,1292;44,48128617;25,1727936;5,205154561;10,49213129;46,0683869;46,37076282;30,31906563;6,916385071;6,807524189;49,20205385;26,94097315;25,1727936;24,29308247;22,56843267;15,91027399;17,60172411;18,80508619;42,20093566
29,07636305;19,4858808;14,21450193;8,027231063;16,54846129;33,1292;37,67474971;4,485173746;12,3726332;29,51099622;42,89073335;10,75969704;29,35823611;30,60348962;45,06295997;49,88473243;2,32091171;4,485173746;10,76352907;29,44822361;0,898075521;11,47188048;24,59252929;3,615278822
17,77168354;27,18545507;14,58850218;25,69106008;6,689287867;33,1292;47,72250508;3,388669168;44,05518623;39,67301033;40,37155869;9,702900459;43,73726121;20,19522217;7,668937439;21,11700386;15,04643898;3,388669168;2,756943448;29,8321453;16,79573145;7,956290624;19,18636505;4,856111766
3,223063217;25,39557679;23,95836642;18,16418226;6,12616689;33,1292;31,66936428;4,759219282;16,61518745;6,035078236;25,53117069;40,12664819;25,0879629;22,51728664;31,63025783;26,79951202;46,1007783;4,759219282;4,62799854;7,735088441;9,784199606;32,94938645;9,248967106;22,68281297
2,415066113;29,68619766;4,64323953;12,8869943;17,83951667;33,1292;31,17314954;5,443138224;36,3675154;7,818765703;6,968248497;32,85658054;14,73644251;23,68041871;25,48181362;5,617423161;25,09451072;5,443138224;20,19268645;8,097355461;6,377587645;30,80973181;23,93539203;17,93922381
3,149781478;14,72133053;27,23713832;24,83637988;21,5671655;33,1292;26,99654168;36,92272696;28,39401919;24,92359289;44,95107579;32,70936601;4,896819049;40,34054493;31,56242947;43,59059921;13,59945777;36,92272696;0,388970855;13,37714709;26,29367626;17,30802381;44,16538462;36,66597935
12,96940667;15,50415811;31,88222119;9,283811942;0,213117169;33,1292;13,59851428;13,5345509;32,11726105;11,58328668;21,13408222;9,542516897;39,80263434;4,480377817;40,49355981;25,68048922;44,38766605;13,5345509;6,329797859;21,7013622;14,49040026;24,38782701;4,015578858;9,206110856
18,01412955;4,820603248;16,79750334;2,875249941;11,8007474;33,1292;39,73331692;37,1261614;1,851611893;28,96125081;23,07137416;2,9925678;26,6514326;14,31477768;12,54036063;36,42498757;47,21494312;37,1261614;24,26098258;24,89459847;7,791497971;6,294498902;40,94296857;36,7055622
18,42244591;19,91055155;17,39340445;8,373671299;23,24820579;33,1292;2,253686234;2,949443821;21,68911151;24,81197663;9,719441202;49,86003825;50,30817154;14,45825879;33,35606863;35,82989974;4,669869811;2,949443821;24,68908697;29,14265505;24,10674145;19,65869084;40,31709718;23,95688557
9,265090994;13,16240847;17,15028845;27,36617007;16,0417577;33,1292;19,43611321;3,719730743;39,3137514;42,28716951;1,856647095;33,66415492;32,43576785;37,03676667;49,30610236;38,70384014;24,8269873;3,719730743;22,43951613;13,24335699;9,240220541;20,76605411;12,72064408;22,22063073
15,35813077;3,228542458;14,31867103;6,196183839;8,591071941;33,1292;17,58608853;42,49754667;15,97637769;1,100734278;14,81278575;21,7549895;25,29504555;11,17829617;44,11797855;4,235140623;35,29635172;42,49754667;3,464283557;22,89746411;2,018521496;18,80837419;11,49888817;19,50050832
32,67598325;6,013417699;3,762362167;31,51762701;7,554675757;33,1292;46,93555706;23,23668303;47,84074666;19,09028417;44,9400632;13,8144282;17,66876454;38,97523686;13,10817128;17,03159566;9,16498816;23,23668303;10,12990185;23,35828567;1,193363189;4,190039538;10,50345107;49,64557027
19,67955814;13,58215525;6,253862046;24,78620475;1,017705434;33,1292;27,98400486;21,38945533;32,45117149;39,68327634;25,8848125;19,32727718;5,655390422;5,5789988;48,09242097;10,6269788;9,952517944;21,38945533;21,40016199;14,78290215;4,491139299;9,15342416;35,20526258;6,723821612
15,931728;26,77842791;24,15577681;18,48773221;8,435477389;33,1292;40,37829212;21,15418412;35,43549434;23,86051474;9,523547021;19,23971304;8,893312127;47,70592501;36,52088348;45,17096102;31,88764385;21,15418412;6,104378054;0,433846353;26,46947221;29,92387199;12,07393676;23,8116656
7,252048146;26,82256203;3,030312146;23,31697392;7,814734599;33,1292;8,312235596;6,043779816;34,93571352;10,49166887;27,95536083;21,01814333;2,072913631;13,47549407;7,354015612;29,27981753;27,52699121;6,043779816;27,98841338;22,13639653;5,316335525;16,26232387;3,892527784;2,962473655
1,320889334;7,769394294;22,5544197;21,88435276;24,20630158;33,1292;4,782646299;27,23154359;5,056230936;29,82619655;40,41446376;9,597737034;8,410350099;16,11892909;9,874895248;22,00911704;16,63786159;27,23154359;27,46809464;28,43477534;31,68551908;24,57500393;31,5423376;22,91444647
18,94523917;19,78554829;4,895147346;22,25630299;24,06888521;33,1292;21,47295927;40,11920758;27,4336666;24,62424582;44,25658509;5,911626024;41,11541655;27,97163745;23,03011101;39,26001891;1,843183216;40,11920758;22,88888999;28,77417299;27,85844006;2,453359425;32,05386042;22,3035436
7,059574798;24,36515851;27,21853387;0,815858626;0,311577184;33,1292;17,57407797;43,81648397;34,51124447;7,553773969;11,79450838;21,70822632;39,83856923;20,48306739;34,04144627;37,26606195;27,65178281;43,81648397;16,30524175;16,89946531;29,52943903;2,153025768;14,16859258;27,01653459
